sku,description,prod_type,comm_class,lot_control_flag,primary_dc,abc_code,fin_rprt_grp,sku_entry_date,sku_status,discon_date
461990JAO,Cold and Flu Capsules,OTC,,Yes,ILWH500E,C,OTCIL2419,3/21/2017,Inactive,
451987BKS,Cold and Flu Capsules Sample,OTC,Sample,No,PAWH200B,A,OTCPA7882,12/21/2018,Inactive,
275349VOH,Lisinopril 250mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA2573,7/27/2021,Inactive,
476888DZM,Lisinopril 20mg Tablets,Pharma,Sample,Yes,NJWH100A,B,PHRNJ4150,4/18/2022,Active,
464160LOH,Cold and Flu Capsules Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ2979,5/16/2022,Inactive,
911084WUS,Ibuprofen 5mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ9314,11/13/2023,Inactive,4/4/2027
378053CQV,Antacid Chewables,OTC,General Market,Yes,NJWH100A,A,OTCNJ3495,12/30/2017,Active,
75906Y4YJ,Sertraline 50mg Tablets,,Private Label,Yes,PAWH200B,A,PHRPA9046,9/5/2017,Active,
933895IRJ,Pain Relief Tablets,OTC,Private Label,Yes,TXDC300C,A,INVALIDFRG1,8/21/2024,Active,
562012ELP,Antacid Chewables Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ6035,4/12/2023,Inactive,
984721QBC,Metformin 20mg Tablets,,General Market,Yes,,A,PHRIL5029,7/12/2023,Inactive,
536775BUQ,Ibuprofen 100mg Tablets,,Private Label,Yes,ILWH500E,B,PHRIL2489,12/5/2021,Active,
164856FJV,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL1959,12/25/2017,Inactive,
677305UCA,Cold and Flu Capsules,OTC,Private Label,Yes,,A,OTCNJ5275,12/18/2022,Active,
820081TEQ,Pain Relief Tablets Sample,OTC,Sample,Yes,CADC400D,A,OTCCA5576,7/2/2025,Inactive,
298312ZBY,Hydrochlorothiazide 50mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ8125,5/12/2025,Active,
870258REY,Antacid Chewables,OTC,Private Label,Yes,CADC400D,C,OTCCA4461,1/27/2023,Active,
227669CND,Cough Syrup,OTC,General Market,Yes,TXDC300C,A,OTCTX1444,3/22/2020,Active,
142706CTH,Allergy Relief Caps,OTC,Private Label,Yes,NJWH100A,C,OTCNJ9687,11/21/2022,Active,
216079KUR,Omeprazole 20mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,B,PHRCA8622,6/2/2025,Inactive,
290189ZAV,Cold and Flu Capsules Sample,OTC,Sample,Yes,,B,OTCIL9319,6/25/2019,Inactive,
645642WEC,Levothyroxine 100mg Tablets,Pharma,General Market,Yes,ILWH500E,B,PHRIL4034,1/24/2020,Inactive,
702272JRG,Omeprazole 10mg Tablets,Pharma,Sample,Yes,TXDC300C,A,PHRTX6459,8/15/2025,Inactive,
238502LZT,Antacid Chewables Sample,OTC,Sample,Yes,TXDC300C,C,OTCTX6730,2/6/2022,Inactive,
695910AGK,Hydrochlorothiazide 5mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ7148,8/23/2023,Active,
666022PPE,Cold and Flu Capsules Sample,OTC,,Yes,NJWH100A,B,OTCNJ8269,10/6/2018,Inactive,
840000AZI,Metformin 50mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA1961,4/24/2019,Inactive,
704492GLC,Cough Syrup Private Label,OTC,Private Label,Yes,CADC400D,A,OTCCA3907,3/26/2025,Inactive,
301017BMG,Allergy Relief Caps,OTC,,Yes,PAWH200B,A,OTCPA4533,9/25/2021,Active,
391395OXA,Metformin 50mg Tablets Sample,Pharma,Sample,Yes,CADC400D,B,PHRCA3709,6/13/2024,Active,
963486MWU,Metformin 50mg Tablets Sample,Pharma,Sample,Yes,,B,PHRCA7536,10/14/2021,Inactive,
124866CLM,Amoxicillin 10mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA1167,12/10/2023,Inactive,
386583SKB,Hydrochlorothiazide 250mg Tablets,Pharma,Private Label,Yes,CADC400D,A,PHRCA4813,11/23/2023,Inactive,
779407AQV,Allergy Relief Caps,OTC,General Market,No,PAWH200B,A,OTCPA7556,10/26/2022,Active,
733865ZSH,Amoxicillin 250mg Tablets,Pharma,Sample,Yes,NJWH100A,A,PHRNJ4452,2/14/2024,Inactive,
286192GZS,Allergy Relief Caps,OTC,Private Label,Yes,CADC400D,C,OTCCA8945,3/31/2020,Active,
233313SOM,Amoxicillin 20mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA4095,1/16/2018,Inactive,
491735LTN,Lisinopril 10mg Tablets,Pharma,General Market,No,TXDC300C,A,PHRTX3215,5/17/2018,Inactive,2/11/2026
226536ZSN,Pain Relief Tablets,OTC,General Market,Yes,PAWH200B,A,OTCPA8715,1/25/2017,Inactive,
356336ZWY,Ibuprofen 20mg Tablets Private Lbael,Pharma,Private Label,Yes,PAWH200B,B,PHRPA2369,9/25/2025,Active,
467381WZZ,Hydrochlorothiazide 5mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,A,PHRIL1040,2/20/2018,Inactive,
751127BUM,Antacid Chewables Sample,OTC,,Yes,PAWH200B,C,OTCPA6360,7/18/2025,Inactive,
434840SZQ,Antacid Chewables,OTC,General Market,Yes,PAWH200B,C,INVALIDFRG1,3/20/2018,Active,
635670RHC,Sertraline 10mg Tablets,Pharma,Private Label,Yes,CADC400D,B,PHRCA3077,2/22/2022,Inactive,
838399BUU,Allergy Relief Caps,,Sample,Yes,PAWH200B,C,INVALIDFRG1,1/18/2018,Active,
867952BEJ,Ibuprofen 5mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ2902,3/7/2021,Inactive,
883253OPV,Sertraline 10mg Tablets,Pharma,Sample,Yes,PAWH200B,A,PHRPA6723,2/21/2017,Active,
127860TTA,Allergy Relief Caps Private Label,,Private Label,Yes,CADC400D,C,OTCCA1421,10/2/2021,Inactive,
356286SJU,Antacid Chewables,OTC,Sample,Yes,ILWH500E,B,OTCIL1447,6/12/2021,Inactive,
987873LGV,Allergy Relief Caps Sapmle,OTC,,Yes,TXDC300C,A,OTCTX6845,8/23/2024,Inactive,
720685ADI,Atorvastatin 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,C,PHRNJ4340,5/8/2018,Active,
630957QLI,Antacid Chewables,OTC,General Market,Yes,CADC400D,,OTCCA3968,7/29/2025,Inactive,11/11/2030
972689ZBL,Levothyroxine 250mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,C,PHRNJ6939,8/14/2023,Inactive,
489662GOG,Ibuprofen 50mg Tablets,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ3322,1/28/2023,Active,
361213LUS,Sertraline 250mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA1596,10/17/2024,Active,
949198MJR,Atorvastatin 20mg Tablets,Pharma,Private Label,Yes,ILWH500E,C,PHRIL5630,10/17/2018,Inactive,
803075OXW,Cough Syrup,OTC,General Market,Yes,NJWH100A,B,INVALIDFRG1,2/16/2023,Inactive,
318848MMU,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ8395,3/6/2023,Inactive,
990245VKP,Pain Relief Tablets,OTC,General Market,Yes,TXDC300C,C,OTCTX3778,9/17/2017,Active,
198229BEE,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,TXDC300C,B,OTCTX9631,3/5/2025,Active,
104511LJH,Allergy Relief Caps,OTC,Sample,Yes,NJWH100A,B,OTCNJ3705,7/21/2017,Active,
224685IIS,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,B,OTCIL4780,4/8/2018,Inactive,4/6/2028
382183THF,Omeprazole 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,A,PHRNJ6844,9/18/2018,Inactive,
498073SDX,Losartan 250mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,A,INVALIDFRG1,5/19/2018,Active,
545540KBT,Sertraline 50mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA1424,1/12/2019,Inactive,
194229PJL,Omeprazole 20mg Tablets,Pharma,Sample,Yes,NJWH100A,C,PHRNJ9374,5/6/2020,Active,
263827QIG,Sertraline 250mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,A,PHRTX9721,10/29/2025,Inactive,
402371ZFQ,Sertraline 100mg Tablets,Pharma,General Market,No,NJWH100A,C,PHRNJ5327,2/7/2022,Inactive,
225627WAZ,Lisinopril 5mg Tablets,Pharma,Private Label,Yes,ILWH500E,B,PHRIL3533,4/3/2020,Inactive,8/2/2028
382448MOR,Cold and Flu Capsules,OTC,Sample,Yes,TXDC300C,B,OTCTX8561,11/26/2022,Active,
52564Z3CF,Cold and Flu Cpasules Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL1997,6/22/2023,Active,
730114QLY,Metformin 20mg Tablets,Pharma,,Yes,NJWH100A,C,PHRNJ6025,2/19/2019,Active,
204013BGF,Amoxicillin 100mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ2200,4/1/2025,Inactive,
777252UES,Metformin 20mg Tablets,,General Market,Yes,NJWH100A,B,PHRNJ8760,1/24/2021,Inactive,
532827EZB,Hydrochlorothiazide 100mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA3782,7/25/2024,Active,
490557UIP,Antacid Chewables Private Label,OTC,Private Label,Yes,TXDC300C,B,OTCTX7617,3/4/2025,Inactive,
610175PRM,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,C,OTCCA5133,10/28/2018,Active,
835365IDX,Levothyroxine 50mg Tablets Sample,Pharma,Sample,Yes,CADC400D,A,PHRCA1773,10/27/2019,Active,
405418RXQ,Atorvastatin 100mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA2998,10/22/2022,Inactive,
361927QLY,Atovrastatin 50mg Tablets,Pharma,Private Label,Yes,CADC400D,A,PHRCA1921,6/4/2017,Active,
897840KXQ,Cold and Flu Capsules,OTC,General Market,Yes,CADC400D,A,OTCCA8229,9/3/2019,Active,
291826VJV,Cold and Flu Capsules,OTC,General Market,Yes,NJWH100A,B,OTCNJ5894,2/3/2017,Inactive,
253838VVZ,Cold and Flu Capsules Sample,OTC,,No,PAWH200B,B,OTCPA7609,6/24/2019,Active,
373273YDC,Ibuprofen 5mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,B,PHRCA7329,5/30/2017,Active,
138911DVB,Ibuprofen 5mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ9067,11/21/2021,Active,
294424DAM,Omeparzole 5mg Tablets,Pharma,Private Label,Yes,CADC400D,B,PHRCA2191,8/1/2020,Active,
147103BUY,Sertraline 10mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA9232,4/24/2023,Inactive,
715316KVK,Cough Syrup,,General Market,Yes,CADC400D,C,OTCCA4707,9/6/2024,Active,
285970ATU,Antacid Chewables,OTC,Private Label,Yes,NJWH100A,C,OTCNJ2811,11/5/2025,Active,
452058UZT,Omeprazoel 50mg Tablets,Pharma,Private Label,Yes,TXDC300C,C,PHRTX3722,11/12/2024,Active,
356559USY,Cough Syrup,OTC,,Yes,NJWH100A,C,OTCNJ3841,10/28/2017,Active,
647770KVK,Cold and Flu Capsules,OTC,General Market,Yes,CADC400D,C,OTCCA6734,2/11/2017,Inactive,
441236DRD,Cold and Flu Capsules Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ1641,8/25/2019,Active,
859667EBG,Atorvastatin 10mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ5714,2/18/2021,Inactive,
405285TDR,Cold and Flu Capsules,OTC,Sample,Yes,CADC400D,C,INVALIDFRG1,12/2/2022,Active,
252548YBF,Cold and Flu Capsules,OTC,General Market,Yes,,C,OTCCA2967,2/20/2024,Active,
346118EVM,Pain Relief Tablets Sample,OTC,Sample,Yes,CADC400D,C,OTCCA3693,8/17/2017,Active,
419862OYP,Antacid Chewables,OTC,Sample,Yes,PAWH200B,C,OTCPA1137,2/23/2025,Active,
569391BRH,Levothyroxine 20mg Tablets,Pharma,Sample,Yes,ILWH500E,C,PHRIL7749,2/21/2023,Active,
682242PDS,Cough Syrup Private Label,OTC,Private Label,Yes,PAWH200B,C,INVALIDFRG1,1/8/2019,Inactive,
605148XNK,Cough Syrup Sample,OTC,Sample,Yes,,B,OTCNJ3853,8/12/2019,Active,
578184BSF,Allergy Relief Caps,OTC,General Market,Yes,ILWH500E,C,OTCIL4764,11/10/2021,Inactive,8/5/2029
111040LHG,Sertraline 10mg Tablets,Pharma,,Yes,NJWH100A,C,PHRNJ5901,5/5/2019,Active,
427792KDR,Lisinopril 20mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,B,PHRTX6272,9/25/2019,Inactive,
475040MYC,Omeprazole 10mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ3474,2/24/2017,Inactive,
163738XPK,Pain Relief Tablets,OTC,Sample,Yes,PAWH200B,A,OTCPA7694,11/3/2022,Active,
840317KKW,Hydrochlorothiazide 250mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ5083,10/25/2024,Inactive,
538440GUU,Losartan 20mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX2906,3/21/2020,Inactive,
610623BEI,Atorvastatin 10mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX5615,4/9/2018,Inactive,
922719REA,Levothyroxine 100mg Tabltes Sample,Pharma,Sample,Yes,PAWH200B,A,PHRPA4188,1/23/2017,Inactive,
371811XIV,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,C,OTCIL6955,8/2/2024,Inactive,
238553KKI,Allergy Relief Caps Sample,OTC,Sample,Yes,NJWH100A,A,OTCNJ7274,1/18/2022,Inactive,
764169YXC,Losartan 5mg Tablets,Pharma,General Market,Yes,NJWH100A,C,INVALIDFRG1,10/25/2025,Inactive,
574596REW,Atorvastatin 10mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA5086,4/22/2021,Inactive,
442384RKQ,Losartan 50mg Tablets,Pharma,Private Label,Yes,,C,PHRPA3088,7/31/2022,Inactive,
315813AIV,Pain Relief Tablets Private Label,OTC,Private Label,Yes,CADC400D,B,OTCCA6023,5/24/2025,Active,
492207VCC,Omeprazole 20mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA9993,5/7/2022,Active,
986173BWI,Cough Syrup,OTC,General Market,Yes,CADC400D,B,OTCCA5227,6/20/2017,Inactive,
976251JBH,Ibuprofen 5mg Tablets Sample,Pharma,Sample,Yes,CADC400D,A,PHRCA7682,5/24/2020,Inactive,
570087LCC,Antacid Chewables,OTC,General Market,Yes,CADC400D,C,OTCCA5012,12/8/2021,Inactive,
897319KBT,Sertraline 20mg Tablets,Pharma,Sample,Yes,ILWH500E,B,PHRIL2538,5/24/2017,Inactive,
175532NHN,Metformin 100mg Tablets Private Label,Pharma,Private Label,Yes,,,INVALIDFRG1,5/21/2024,Active,
486221DKF,Hydrochlorothiazide 20mg Tablets Sample,Pharma,Sample,No,PAWH200B,B,PHRPA2074,4/17/2021,Active,
559687JAK,Cough Syrup Private Label,OTC,Private Label,Yes,TXDC300C,A,OTCTX3200,2/19/2023,Inactive,
513200HMH,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,B,OTCTX2276,2/2/2017,Inactive,
874776ABQ,Lisinopril 250mg Tablets,Pharma,,Yes,TXDC300C,A,PHRTX3269,9/4/2018,Active,10/13/2027
818453IEU,Lisinopril 5mg Tablets,Pharma,Private Label,Yes,TXDC300C,A,PHRTX3823,1/7/2022,Inactive,
525698LRB,Allergy Relief Caps Private Label,OTC,Private Label,Yes,TXDC300C,A,OTCTX7101,7/2/2022,Active,
470071XPK,Allergy Relief Caps Sample,OTC,Sample,Yes,,C,OTCNJ4095,7/30/2021,Inactive,
863685GJY,Allergy Relief Caps,OTC,Sample,Yes,CADC400D,A,OTCCA2374,2/26/2019,Inactive,
289768EJB,Levothyroxine 5mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,C,PHRPA6415,2/19/2020,Inactive,
461836TXU,Allergy Relief Caps,OTC,General Market,Yes,ILWH500E,A,OTCIL5564,7/13/2022,Inactive,
606626FTE,Allergy Relief Caps,OTC,General Market,Yes,,A,OTCIL1659,2/28/2024,Active,
372874UER,Metformin 5mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,C,PHRIL6724,3/29/2017,Inactive,
298015SPX,Antacid Chewables Privaet Label,OTC,Private Label,Yes,PAWH200B,B,OTCPA3102,11/8/2019,Inactive,
634798EPD,Ibuprofen 20mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,A,PHRNJ6155,12/22/2024,Active,11/21/2026
700815KTT,Allergy Relief Caps Sample,OTC,Sample,Yes,NJWH100A,A,OTCNJ7918,4/7/2017,Active,
726915DTX,Antacid Chewables,OTC,General Market,Yes,TXDC300C,A,OTCTX4599,2/28/2024,Inactive,
918239FTF,Atorvastatin 100mg Tablets,Pharma,Sample,Yes,CADC400D,B,PHRCA8691,9/29/2021,Active,9/3/2019
573065SID,Cold and Flu Capsules,OTC,General Market,No,NJWH100A,A,OTCNJ1732,4/2/2021,Inactive,7/19/2030
928678LNR,Amoxicillin 10mg aTblets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ6534,12/8/2021,Active,
534781EGB,Metformin 5mg Tablets Sample,,Sample,Yes,NJWH100A,A,PHRNJ2423,8/10/2025,Inactive,
812054ZPW,Allergy Relief Caps,OTC,General Market,Yes,PAWH200B,B,OTCPA9680,11/27/2021,Active,
678291LDN,Ibuprofen 20mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX6641,3/6/2022,Inactive,
610490PHG,Levothyroxine 50mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA4264,4/4/2017,Active,
324686LEY,Amoxicillin 5mg Tablets,Pharma,Sample,No,PAWH200B,C,PHRPA7761,5/23/2022,Active,
464602TIR,Metformin 50mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA9281,2/1/2017,Active,
851780EQP,Antacid Chewables,OTC,General Market,Yes,TXDC300C,B,OTCTX5232,4/17/2024,Inactive,
723289DHJ,Atorvastatin 100mg Tablets,Pharma,Private Label,Yes,ILWH500E,B,PHRIL2453,9/12/2017,Active,
230577HQF,Allergy Relief Caps,OTC,Sample,Yes,ILWH500E,B,OTCIL7587,7/24/2019,Active,
452018NIT,Omeprazole 100mg Tablets,Pharma,Sample,Yes,PAWH200B,C,PHRPA1860,8/6/2023,Inactive,
580383OLA,Losartan 50mg Tablets,Pharma,Private Label,Yes,ILWH500E,B,PHRIL4728,7/6/2022,Inactive,
791509MFR,Pain Relief Tablets,,General Market,Yes,NJWH100A,A,OTCNJ2140,1/26/2018,Active,4/16/2029
129793MUV,Ibuprofen 100mg Tablets Sample,Pharma,,Yes,TXDC300C,B,INVALIDFRG1,9/9/2019,Inactive,
554290ZTP,Atorvastatin 20mg Tablets,Pharma,,Yes,CADC400D,C,PHRCA3578,6/20/2020,Active,
398511DBA,Allergy Relief Caps Sample,OTC,Sample,Yes,TXDC300C,C,OTCTX1997,1/29/2023,Active,
643664GAU,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,C,INVALIDFRG1,2/3/2018,Active,
547647WEY,Sertraline 20mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ3685,3/5/2019,Active,
875445VQP,Pain Relief Tablets Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL7568,11/8/2024,Inactive,
336832DCE,Metformin 50mg Tablets,Pharma,Private Label,Yes,CADC400D,C,PHRCA3634,7/26/2019,Inactive,11/7/2032
287632MQG,Cough Syrup,OTC,General Market,Yes,PAWH200B,B,OTCPA6851,8/13/2018,Active,
853226LGP,Ibuprofen 100mg Tablets Private Label,Pharma,Private Label,Yes,TXDC300C,C,PHRTX9084,5/2/2019,Inactive,
946679DVH,Cough Syrup Sample,,Sample,Yes,TXDC300C,C,OTCTX3193,9/13/2019,Inactive,
527425QMY,Cough Syrup,OTC,General Market,Yes,NJWH100A,A,OTCNJ4874,4/12/2018,Active,
339433XCN,Antacid Chewables Sample,OTC,Sample,Yes,ILWH500E,A,OTCIL2939,5/19/2023,Inactive,
387121JFN,Cough Syrup Private Label,OTC,Private Label,Yes,CADC400D,A,OTCCA7016,5/23/2023,Inactive,
606352IJD,Allergy Relief Caps Sample,OTC,Sample,Yes,PAWH200B,B,OTCPA4897,12/14/2019,Inactive,
387822VFU,Levothyroxine 5mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA4637,9/1/2020,Inactive,
702842OKV,Lisinopril 250mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ6137,10/19/2018,Inactive,
652198QSB,Ibuprofen 20mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX3427,1/2/2021,Active,
388685BCZ,Amoxicillin 100mg Tablets,Pharma,Sample,Yes,ILWH500E,B,PHRIL5468,2/12/2021,Active,
829513UTS,Antacid Chewables,OTC,General Market,Yes,NJWH100A,B,OTCNJ7682,3/28/2022,Inactive,
338918WSC,Cough Syrup,OTC,,Yes,ILWH500E,B,OTCIL2073,10/26/2022,Active,
852177GSS,Hydrochlorothiazide 10mg Tablets,Pharma,General Market,Yes,,B,PHRCA1424,9/18/2022,Active,
771994IAV,Cough Syrup,OTC,Sample,Yes,ILWH500E,C,OTCIL5109,9/23/2021,Inactive,
801185XAJ,Amoxicillin 100mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,B,PHRPA5621,8/2/2017,Active,9/3/2019
846371DEH,Ibuprofen 50mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL8741,12/28/2020,Inactive,
967868XXK,Pain Relief Tablet sSample,OTC,Sample,Yes,PAWH200B,B,OTCPA6772,10/2/2019,Active,
155025XSN,Amoxicillin 20mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,A,PHRCA6098,1/16/2022,Active,
673863FCF,Atorvastatin 100mg aTblets,Pharma,Private Label,Yes,TXDC300C,B,PHRTX6567,5/15/2019,Active,
933705YJK,Cough Syrup,OTC,,Yes,NJWH100A,A,OTCNJ9506,4/13/2019,Inactive,
860426DZI,Antacid Chewables,OTC,General Market,Yes,PAWH200B,B,OTCPA5618,3/31/2024,Inactive,
284813CRJ,Sertraline 5mg Tabelts,,General Market,Yes,CADC400D,C,PHRCA4197,1/4/2022,Active,
574742VIH,Amoxicillin 20mg Tablets Sample,Pharma,Sample,Yes,CADC400D,A,PHRCA6157,3/12/2023,Inactive,
387798BIO,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,B,OTCTX7470,10/28/2019,Active,
149908ZYR,Pain Relief Tablets,,General Market,Yes,TXDC300C,B,OTCTX1887,6/5/2022,Active,
696947VRK,Ibuprofen 20mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX2535,12/4/2019,Active,
629218NDV,Losartan 20mg Tablets,Pharma,Private Label,Yes,CADC400D,C,PHRCA3363,3/12/2021,Inactive,
251006DAI,Hydrochlorothiazide 50mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,B,PHRIL6185,8/15/2017,Inactive,
338181KGE,Losartan 5mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ8233,3/9/2019,Active,
597339MNE,Ibuprofen 010mg Tablets,Pharma,Sample,Yes,ILWH500E,B,PHRIL3553,2/20/2022,Inactive,
928646KHF,Ibuprofen 100mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX8175,7/20/2017,Active,9/1/2026
592146SUS,Losartan 20mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX4138,2/12/2024,Active,
114984KBV,Sertraline 5mg Tablets Private Label,Pharma,Private Label,No,ILWH500E,B,PHRIL2880,7/29/2021,Active,
949433SSZ,Cold and Flu Capsules Private Label,OTC,,Yes,TXDC300C,C,OTCTX6303,8/22/2024,Inactive,
624326NAS,Antacid Chewables,OTC,General Market,Yes,CADC400D,C,OTCCA2781,5/31/2025,Active,
240769LMN,Antacid Chewables Sample,OTC,Sample,Yes,ILWH500E,A,OTCIL4896,4/24/2023,Inactive,
450642VQZ,Metformin 10mg Tablets,Pharma,,Yes,CADC400D,A,PHRCA8157,11/2/2025,Active,
757196KZO,Cold and Flu Capsules,OTC,General Market,Yes,NJWH100A,A,OTCNJ8784,5/13/2023,Inactive,
415621ULE,Cold and Flu Capsules,OTC,General Market,Yes,CADC400D,A,OTCCA5323,3/10/2020,Inactive,
929693NXX,Sertraline 5mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,A,PHRIL2088,5/24/2024,Inactive,
486507AHP,Pain Relief Tablets,OTC,General Market,Yes,ILWH500E,C,OTCIL3021,2/10/2019,Active,
697743FMD,Pain Relief Tablets,OTC,General Market,Yes,PAWH200B,A,OTCPA6922,1/19/2022,Active,
822258HUJ,Levothyroxine 20mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX1489,5/6/2022,Inactive,
335361MFC,Atorvastatin 5mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,A,PHRCA2328,5/11/2022,Inactive,
346289CHL,Atorvastatin 10mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA5851,8/12/2017,Active,
180043ZRS,Atorvastatin 10mg Tablets Private Label,Pharma,Private Label,Yes,TXDC300C,C,PHRTX4219,12/27/2021,Inactive,7/22/2027
306593BMU,Antacid Chewables Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL1014,3/22/2017,Active,
725322MVW,Losartan 250mg Tablets,Pharma,,Yes,NJWH100A,C,PHRNJ4918,6/18/2023,Active,
733652BDP,Metformin 5mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX5549,1/13/2018,Inactive,
110098GZF,Levothyroxine 10mg Tablets,Pharma,,Yes,TXDC300C,A,PHRTX9552,7/10/2020,Inactive,
364864EZW,Cold and Flu Capsules,OTC,Sample,Yes,PAWH200B,B,OTCPA4188,10/30/2022,Active,
618494HRU,Lisinopril 5mg Tablets,Pharma,Private Label,Yes,TXDC300C,B,PHRTX7184,4/29/2018,Active,
263097ASG,Allergy Relief Caps,OTC,Private Label,Yes,NJWH100A,A,OTCNJ4239,10/27/2018,Inactive,
168714NJW,Metformin 20mg Tablets,Pharma,Private Label,Yes,CADC400D,A,PHRCA6072,4/12/2017,Active,
787420FDV,Lisinopril 100mg Tablets,Pharma,General Market,Yes,,B,PHRCA2670,9/28/2025,Inactive,
308750OII,Hydrochlorothiazide 100mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX3565,10/4/2021,Inactive,
843152NBP,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,B,INVALIDFRG1,8/27/2023,Inactive,
891492BXA,Allergy Relief Caps Private Label,OTC,Private Label,Yes,PAWH200B,B,OTCPA9139,8/23/2023,Inactive,
106210PFC,Atorvastatin 100mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA2114,6/19/2020,Active,
206871AGR,Cough Syrup Private Label,OTC,Private Label,Yes,CADC400D,B,OTCCA5868,5/3/2020,Active,11/29/2027
258321INT,Ibuprofen 20mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,B,PHRPA5368,6/18/2019,Active,
829900FZD,Antacid Chewables,OTC,,Yes,ILWH500E,C,OTCIL1217,9/6/2019,Active,
865805WXA,Allergy Relief Caps Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA2060,9/5/2024,Active,
676880BET,Cough Syrup,OTC,General Market,Yes,TXDC300C,B,OTCTX1898,7/4/2019,Inactive,
